character,ep_title,text
KIRK,Court Martial,"I have no objections, sir."
KIRK,Court Martial,"I do, sir."
KIRK,Court Martial,Not guilty.
KIRK,Court Martial,"Yes, sir, there was."
KIRK,Court Martial,"Firstly, I am at a loss to explain the errors in the extract from the computer log."
KIRK,Court Martial,We were in an ion storm.
KIRK,Court Martial,Everyone here in this court knows the dangers involved.
KIRK,Court Martial,I was in command.
KIRK,Court Martial,"The decisions were mine, no one else's."
KIRK,Court Martial,Charges of malice have been raised.
KIRK,Court Martial,There was no malice.
KIRK,Court Martial,"Lieutenant Commander Finney was a member of my crew, and that's exactly the way he was treated."
KIRK,Court Martial,It has been suggested that I panicked on the bridge and jettisoned the ion pod prematurely.
KIRK,Court Martial,That is not so.
KIRK,Court Martial,You've heard some of the details of my record.
KIRK,Court Martial,This was not my first crisis.
KIRK,Court Martial,It was one of many.
KIRK,Court Martial,"During it, I did what my experience and training required me to do."
KIRK,Court Martial,I took the proper steps in the proper order.
KIRK,Court Martial,"I did exactly what had to be done, exactly when it should have been done."
KIRK,Court Martial,"Given the same circumstances I would do the same thing without hesitation, because the steps I took in the order I took them were absolutely necessary if I were to save my ship."
KIRK,Court Martial,And nothing is more important than my ship.
KIRK,Court Martial,We'll need somebody in the pod for readings.
KIRK,Court Martial,Post him.
KIRK,Court Martial,"Stand by on alert status, Mister Spock."
KIRK,Court Martial,"Warp factor one, Mister Hanson."
KIRK,Court Martial,Tie in.
KIRK,Court Martial,"Make it fast, Ben."
KIRK,Court Martial,I may have to go to Red Alert.
KIRK,Court Martial,"Hold our course, Mister Hanson."
KIRK,Court Martial,"Engineering, then ion pod."
KIRK,Court Martial,One third more thrust.
KIRK,Court Martial,"Stand by to get out of there, Ben."
KIRK,Court Martial,"Steady as she goes, Mister Hanson."
KIRK,Court Martial,But that's not the way it happened.
KIRK,Court Martial,Are you suggesting that I did?
KIRK,Court Martial,"Two days ago, I would've staked anything on my judgment."
KIRK,Court Martial,I spent my whole life training for decisions just like that one.
KIRK,Court Martial,My whole life.
KIRK,Court Martial,Is it possible that when the moment came?
KIRK,Court Martial,No.
KIRK,Court Martial,I know what I did.
KIRK,Court Martial,You can pull out if you want to.
KIRK,Court Martial,Kirk here.
KIRK,Court Martial,I'll tell you what you found.
KIRK,Court Martial,"Nothing, right?"
KIRK,Court Martial,Not bitter enough to forget to thank you for your efforts.
KIRK,Court Martial,No.
KIRK,Court Martial,"It's not all bad, Mister Spock."
KIRK,Court Martial,Who knows.
KIRK,Court Martial,You may be able to beat your next captain at chess.
KIRK,Court Martial,Kirk out.
KIRK,Court Martial,Jamie.
KIRK,Court Martial,This is Lieutenant Commander Finney's daughter.
KIRK,Court Martial,"It's too late for that, Jamie, but I'm glad you don't blame me anymore for what happened."
KIRK,Court Martial,Don't say any more.
KIRK,Court Martial,"I know, and I thank you."
KIRK,Court Martial,I have to go and change.
KIRK,Court Martial,You ready?
KIRK,Court Martial,I instituted a phase one search.
KIRK,Court Martial,"It's a painstaking, thorough attempt in and around the ship to find a man who's presumably injured and unable to respond."
KIRK,Court Martial,I beg your pardon?
KIRK,Court Martial,Yes.
KIRK,Court Martial,Possibly.
KIRK,Court Martial,"Gentlemen, for the purposes of this experiment, it'll be necessary for all personnel, except for members of the court and the command crew, to leave the ship."
KIRK,Court Martial,I am ordering all others to report to the transporter room.
KIRK,Court Martial,Our impulse engines have been shut down.
KIRK,Court Martial,We'll maintain orbit by momentum.
KIRK,Court Martial,We hope to be finished long before that.
KIRK,Court Martial,"Ready, Mister Spock?"
KIRK,Court Martial,"Gentlemen, this computer has an auditory sensor."
KIRK,Court Martial,"It can, in effect, hear sounds."
KIRK,Court Martial,"By installing a booster, we can increase that capability on the order of one to the fourth power."
KIRK,Court Martial,The computer should bring us every sound occurring on the ship.
KIRK,Court Martial,Doctor McCoy?
KIRK,Court Martial,"All right, Mister Spock."
KIRK,Court Martial,Turn it down a little.
KIRK,Court Martial,"Gentlemen, that sound is caused by the heartbeats of all the people on board the ship."
KIRK,Court Martial,Doctor McCoy will use this white sound device to mask out each person's heartbeat so that it will be eliminated from the sounds we are hearing.
KIRK,Court Martial,"That's all of us, except for crewman in the transporter room."
KIRK,Court Martial,"Mister Spock, eliminate his heartbeat."
KIRK,Court Martial,That accounts for everyone.
KIRK,Court Martial,"Seal off B deck, sections 18Y through 23D."
KIRK,Court Martial,It would seem so.
KIRK,Court Martial,"Commodore, this is my problem."
KIRK,Court Martial,I'd appreciate it if no one left the bridge.
KIRK,Court Martial,Sam Cogley had gone a shore to bring Jamie Finney on board.
KIRK,Court Martial,We felt Jamie's presence would make Finney easier to handle in the event Finney really were alive.
KIRK,Court Martial,Ben.
KIRK,Court Martial,Ben Finney.
KIRK,Court Martial,"Ben, where are you?"
KIRK,Court Martial,I'm glad you're alive.
KIRK,Court Martial,Ben!
KIRK,Court Martial,"Ben, it's not too late."
KIRK,Court Martial,We can help you.
KIRK,Court Martial,"Put the phaser down, Ben."
KIRK,Court Martial,What about my ship?
KIRK,Court Martial,"Mister Spock, what's our orbit status?"
KIRK,Court Martial,Ben.
KIRK,Court Martial,Why kill innocent people?
KIRK,Court Martial,"I logged the mistake, Ben."
KIRK,Court Martial,"Blame me, not them."
KIRK,Court Martial,It's not too late.
KIRK,Court Martial,You can be helped.
KIRK,Court Martial,But if you kill those people
KIRK,Court Martial,Is Jamie included in that deal?
KIRK,Court Martial,She's on board by now.
KIRK,Court Martial,Yes.
KIRK,Court Martial,She's on board.
KIRK,Court Martial,"Beaten and sobbing, Finney told me where he had sabotaged the prime energy circuits."
KIRK,Court Martial,"The damage he'd caused was considerable, but not irreparable."
KIRK,Court Martial,"With luck, I would be able to effect repairs before our orbit decayed completely."
KIRK,Court Martial,"At the risk of sounding like a mystic, that depends on the stars."
KIRK,Court Martial,I didn't have much of a chance to thank him.
KIRK,Court Martial,I wouldn't be a bit surprised.
KIRK,Court Martial,Let's try.
KIRK,Court Martial,(a gentle but lingering kiss) See?
KIRK,Court Martial,No change.
KIRK,Court Martial,Discipline goes on.
KIRK,Court Martial,"Goodbye, Areel."
KIRK,Court Martial,Better luck next time.
KIRK,Court Martial,She's a very good lawyer.
UHURA,Court Martial,Bridge here.
UHURA,Court Martial,"Go ahead, Captain."
UHURA,Court Martial,"He should have been there ten minutes ago, sir."
UHURA,Court Martial,"Meteorology reports ion storm upcoming, Captain."
UHURA,Court Martial,"Call from the pod, sir."
UHURA,Court Martial,"Aye, aye, sir."
UHURA,Court Martial,Variants fading.
UHURA,Court Martial,"All secure, sir."
SPOCK,Court Martial,"Captain, I believe I"
SPOCK,Court Martial,"Miss Finney, come with me, please."
SPOCK,Court Martial,I know all about them.
SPOCK,Court Martial,Affirmative.
SPOCK,Court Martial,Negative.
SPOCK,Court Martial,Affirmative.
SPOCK,Court Martial,"But the computer is inaccurate, never the less."
SPOCK,Court Martial,It reports that the jettison button was pressed before the Red Alert.
SPOCK,Court Martial,And that is impossible.
SPOCK,Court Martial,"No, I was occupied."
SPOCK,Court Martial,The ship was already on Yellow Alert.
SPOCK,Court Martial,I do not dispute it.
SPOCK,Court Martial,I merely state that it is wrong.
SPOCK,Court Martial,I know the Captain.
SPOCK,Court Martial,He is in
SPOCK,Court Martial,"Lieutenant, I am half Vulcanian."
SPOCK,Court Martial,Vulcanians do not speculate.
SPOCK,Court Martial,I speak from pure logic.
SPOCK,Court Martial,"If I let go of a hammer on a planet that has a positive gravity, I need not see it fall to know that it has in fact fallen."
SPOCK,Court Martial,"Gentlemen, human beings have characteristics just as inanimate objects do."
SPOCK,Court Martial,It is impossible for Captain Kirk to act out of panic or malice.
SPOCK,Court Martial,It is not his nature.
SPOCK,Court Martial,Yes.
SPOCK,Court Martial,In my opinion.
SPOCK,Court Martial,"Mister Finney is top of duty roster, Captain."
SPOCK,Court Martial,"Attention, Commander Finney, report to pod for reading on ion plates."
SPOCK,Court Martial,"Officer posted, Captain."
SPOCK,Court Martial,Acknowledged.
SPOCK,Court Martial,Captain.
SPOCK,Court Martial,I've run a complete megalyte survey on the computer.
SPOCK,Court Martial,"You sound bitter, Captain."
SPOCK,Court Martial,Further instructions?
SPOCK,Court Martial,Chess.
SPOCK,Court Martial,Explain.
SPOCK,Court Martial,That is true.
SPOCK,Court Martial,"Why, thank you, Doctor."
SPOCK,Court Martial,I've just won my fourth game.
SPOCK,Court Martial,Observe for yourself.
SPOCK,Court Martial,Rook to king's pawn four.
SPOCK,Court Martial,"Now, this is the computer's move."
SPOCK,Court Martial,And now mine.
SPOCK,Court Martial,(takes the bishop) Checkmate.
SPOCK,Court Martial,"Mechanically, the computer's flawless."
SPOCK,Court Martial,"Therefore, logically, its report of the captain's guilt is infallible."
SPOCK,Court Martial,"I could not accept that, however."
SPOCK,Court Martial,Exactly.
SPOCK,Court Martial,I programmed it myself for chess some months ago.
SPOCK,Court Martial,The best I should have been able to attain was a draw.
SPOCK,Court Martial,"Transporter room, stand by."
SPOCK,Court Martial,We're beaming down.
SPOCK,Court Martial,Five in all.
SPOCK,Court Martial,Affirmative.
SPOCK,Court Martial,I personally programmed the computer for chess months ago.
SPOCK,Court Martial,I gave the machine an understanding of the game equal to my own.
SPOCK,Court Martial,"The computer cannot make an error and assuming that I do not either, the best that could normally be hoped for would be stalemate after stalemate, and yet I beat the machine five times."
SPOCK,Court Martial,"Someone, either accidentally or deliberately, adjusted the programming and therefore the memory banks of that computer."
SPOCK,Court Martial,Affirmative.
SPOCK,Court Martial,"The Captain, myself, and the records officer."
SPOCK,Court Martial,Affirmative.
SPOCK,Court Martial,"Until he was lost, our records officer was Lieutenant Commander Finney."
SPOCK,Court Martial,"Affirmative, Captain."
SPOCK,Court Martial,"B deck, in or near Engineering."
SPOCK,Court Martial,Acknowledged.
SPOCK,Court Martial,Compensate.
SPOCK,Court Martial,"Decaying, Captain."
SPOCK,Court Martial,"Gentlemen, if you'll please hurry to the transporter room"
SPOCK,Court Martial,"Very well, sir."
SPOCK,Court Martial,Activate port impulse engines.
SPOCK,Court Martial,One third power.
SPOCK,Court Martial,Obviously.
JAMIE,Court Martial,There you are.
JAMIE,Court Martial,I just wanted one more look at you.
JAMIE,Court Martial,The man who killed my father.
JAMIE,Court Martial,Your friend?
JAMIE,Court Martial,You hated him all your life!
JAMIE,Court Martial,"That's why you killed him, you murderer!"
JAMIE,Court Martial,You murderer!
JAMIE,Court Martial,You murderer!
JAMIE,Court Martial,"Mister Cogley, we've got to stop this."
JAMIE,Court Martial,Make him take a ground assignment.
JAMIE,Court Martial,I realise it wasn't his fault.
JAMIE,Court Martial,I won't make any trouble.
JAMIE,Court Martial,Make him change his plea.
JAMIE,Court Martial,I was just so upset that night.
JAMIE,Court Martial,I'm sorry.
JAMIE,Court Martial,But I have to.
JAMIE,Court Martial,"I never realised how close you and Dad had been until I read through some papers he wrote, letters to Mother and me."
JAMIE,Court Martial,I don't know how I ever could've thought that you.
JAMIE,Court Martial,"Mister Cogley, ruining Jim won't change what's happened."
JAMIE,Court Martial,I was just thinking of Jim.
MIKE,Court Martial,"(An older man in a gold shirt) I'll get by, Jim."
MIKE,Court Martial,Why don't you tell us?
TIMOTHY,Court Martial,"(Dark hair, red shirt) I understand you're laying over for repairs."
TIMOTHY,Court Martial,Big job?
TIMOTHY,Court Martial,You moving out then?
TIMOTHY,Court Martial,"Oh, I just wondered how long it'd take to get a new records officer."
TIMOTHY,Court Martial,"I can, but I think the point's been made."
TIMOTHY,Court Martial,Ben was a friend of ours.
MCCOY,Court Martial,"Come on, Jim."
MCCOY,Court Martial,Let's go.
MCCOY,Court Martial,Jim.
MCCOY,Court Martial,"If you have any doubt, that was indeed Captain James Kirk of the Enterprise."
MCCOY,Court Martial,"In these trying times, one of the few."
MCCOY,Court Martial,Doctor Leonard McCoy.
MCCOY,Court Martial,And you?
MCCOY,Court Martial,All of my old friends look like doctors.
MCCOY,Court Martial,All of his look like you.
MCCOY,Court Martial,"Well, you might as well join me for a drink."
MCCOY,Court Martial,"With this inquiry coming up, he's going to need all the friends he can get."
MCCOY,Court Martial,I know something about it.
MCCOY,Court Martial,It's possible.
MCCOY,Court Martial,He could have.
MCCOY,Court Martial,No.
MCCOY,Court Martial,Wait a minute.
MCCOY,Court Martial,I don't quite follow you.
MCCOY,Court Martial,"Well, yes, I suppose it could happen."
MCCOY,Court Martial,Not Captain Kirk.
MCCOY,Court Martial,But he's not that kind of a man.
MCCOY,Court Martial,Yes.
MCCOY,Court Martial,It's possible.
MCCOY,Court Martial,"Well, I had to see it to believe it."
MCCOY,Court Martial,"They're about to lop off the captain's professional head, and you're sitting here playing chess with the computer."
MCCOY,Court Martial,"Mister Spock, you're the most cold-blooded man I've ever known."
MCCOY,Court Martial,That's impossible.
MCCOY,Court Martial,So you tested the programme bank.
MCCOY,Court Martial,"Well, why are you just sitting there?"
MCCOY,Court Martial,"First, the Captain."
MCCOY,Court Martial,Mister Spock.
MCCOY,Court Martial,"And lastly, myself."
MCCOY,Court Martial,Indeed she is.
SHAW,Court Martial,"Yes, I know."
SHAW,Court Martial,Are you a friend of his?
SHAW,Court Martial,Areel Shaw.
SHAW,Court Martial,"And I'm a friend, too."
SHAW,Court Martial,An old one.
SHAW,Court Martial,Flattery will get you everywhere.
SHAW,Court Martial,"Four years, seven months, and an odd number of days."
SHAW,Court Martial,Not that I'm counting.
SHAW,Court Martial,"But things have changed for you, haven't they?"
SHAW,Court Martial,"I'm a lawyer in the Judge Advocate's office, remember?"
SHAW,Court Martial,You're taking it very lightly.
SHAW,Court Martial,Are you?
SHAW,Court Martial,That's not what the rumours indicate.
SHAW,Court Martial,"Jim, this could ruin you."
SHAW,Court Martial,Will you take some advice?
SHAW,Court Martial,The prosecution will build its case on the basis of Kirk versus the computer.
SHAW,Court Martial,"Now if your attorney tries to defend on that basis, you won't have a chance."
SHAW,Court Martial,"That's up to your attorney, and that's why he's got to be a good one."
SHAW,Court Martial,"No, I'm busy."
SHAW,Court Martial,"Jim, be serious."
SHAW,Court Martial,You're not an ordinary human.
SHAW,Court Martial,"You're a Starship Captain, and you've stepped into scandal."
SHAW,Court Martial,"If there's any way they can do it, they'll slap you down hard and permanently for the good of the service."
SHAW,Court Martial,"Samuel T. Cogley, attorney at law."
SHAW,Court Martial,"If anyone can save you, he can."
SHAW,Court Martial,He'll be paying you a visit.
SHAW,Court Martial,"Jim, I've got to go."
SHAW,Court Martial,"Because, Jim Kirk, my dear old love, I am the prosecution, and I have to do my very best to have you slapped down hard."
SHAW,Court Martial,"Broken out of the service, in disgrace."
SHAW,Court Martial,I call Mister Spock.
SHAW,Court Martial,"Mister Spock, as a First officer, you know a great deal about computers, don't you?"
SHAW,Court Martial,"It is possible for a computer to malfunction, is it not?"
SHAW,Court Martial,Do you know of any malfunction which has caused an inaccuracy in the Enterprise computer?
SHAW,Court Martial,"That answer is based on your mechanical survey of the Enterprise computer ordered by the defendant prior to this trial, is it not?"
SHAW,Court Martial,Now the stardate
SHAW,Court Martial,Why do you say that?
SHAW,Court Martial,"In other words, it reports that Captain Kirk was reacting to an extreme emergency that did not then exist."
SHAW,Court Martial,Is it?
SHAW,Court Martial,Were you watching him the exact moment he pressed the jettison button?
SHAW,Court Martial,Then how can you dispute the finding of the log?
SHAW,Court Martial,Oh?
SHAW,Court Martial,On what do you base that statement?
SHAW,Court Martial,Please instruct the witness not to speculate.
SHAW,Court Martial,I do not see what that has to
SHAW,Court Martial,In your opinion.
SHAW,Court Martial,Thank you.
SHAW,Court Martial,"Your witness, Mister Cogley."
SHAW,Court Martial,I now call the personnel officer for the Enterprise.
SHAW,Court Martial,"In the course of your duties as personnel officer of the Enterprise, you would be familiar with the service records of all aboard?"
SHAW,Court Martial,"With reference to Records Officer Finney, was there in his service record a reported disciplinary action for failure to close a circuit?"
SHAW,Court Martial,Was the charge in that instance based upon a log entry by the officer who relieved him?
SHAW,Court Martial,And who was that officer?
SHAW,Court Martial,"Louder, please, for the court."
SHAW,Court Martial,Now the Captain Kirk who sits in this courtroom?
SHAW,Court Martial,Thank you.
SHAW,Court Martial,"Do you wish to cross-examine, Mister Cogley?"
SHAW,Court Martial,I now call Doctor McCoy to the stand.
SHAW,Court Martial,"Doctor, you are, on the record, an expert in psychology, especially space psychology."
SHAW,Court Martial,Patterns which develop in the close quarters of a ship during long voyages in deep space.
SHAW,Court Martial,"You have just heard the testimony of your own personnel officer, that it was an action of the then Ensign Kirk, which placed an unerasable blot on the record of the then Lieutenant Finney."
SHAW,Court Martial,"Psychologically, Doctor, is it possible that Lieutenant Finney blamed Kirk for the incident?"
SHAW,Court Martial,"He could have hated Kirk down through the years, blamed him for being passed over for promotion, blamed him for never being given a command of his own, correct?"
SHAW,Court Martial,"Now, let us hypothesise, Doctor."
SHAW,Court Martial,Is it normal for a person to return affection for hatred?
SHAW,Court Martial,Do we not tend to at first resent and then actively dislike the person who hates us?
SHAW,Court Martial,Hypothetically.
SHAW,Court Martial,Would not Captain Smith begin to hate Lieutenant Commander Jones once he learned that Lieutenant Commander Jones hated and detested him?
SHAW,Court Martial,"Then I ask you, is it not possible that Captain Kirk became aware of Lieutenant Commander Finney's hatred toward him and perhaps, even involuntarily, began to reciprocate?"
SHAW,Court Martial,"Any normal human, Doctor."
SHAW,Court Martial,Is it possible?
SHAW,Court Martial,"Is it theoretically possible, Doctor?"
SHAW,Court Martial,Thank you.
SHAW,Court Martial,"Your witness, Mister Cogley."
SHAW,Court Martial,May it please the court.
SHAW,Court Martial,The prosecution concedes the inestimable record of Captain Kirk.
SHAW,Court Martial,Thank you.
SHAW,Court Martial,"The prosecution does not wish to dishonour this man, but facts are facts."
SHAW,Court Martial,I must invite the attention of the court and Captain Kirk to this visual extract from the Enterprise computer log.
SHAW,Court Martial,Play back.
SHAW,Court Martial,What you are about to see is precisely what took place on the Enterprise bridge during the ion storm.
SHAW,Court Martial,Reverse.
SHAW,Court Martial,Stop.
SHAW,Court Martial,Go forward with magnification on the panel.
SHAW,Court Martial,Freeze that.
SHAW,Court Martial,Captain Kirk is now signalling a Yellow Alert.
SHAW,Court Martial,"Go forward, normal view."
SHAW,Court Martial,Freeze that!
SHAW,Court Martial,"If the court will notice, the log plainly shows the defendant's finger pressing the jettison button."
SHAW,Court Martial,The condition signal reads Yellow Alert.
SHAW,Court Martial,"Not red alert, but simply Yellow Alert."
SHAW,Court Martial,"When the pod containing Lieutenant Commander Finney was jettisoned, the emergency did not as yet exist."
SHAW,Court Martial,"Sir, the prosecution rests."
SHAW,Court Martial,Objection!
SHAW,Court Martial,Counsel for the defence has rested his case.
SHAW,Court Martial,Mister Cogley is well-known for his theatrics.
SHAW,Court Martial,"Your Honour, that is ridiculous."
SHAW,Court Martial,We produced the witnesses in court.
SHAW,Court Martial,"My learned opponent had the opportunity to see them, cross-examine them."
SHAW,Court Martial,"I protest, Your Honour."
SHAW,Court Martial,Object!
SHAW,Court Martial,The witness would be making a conclusion.
SHAW,Court Martial,What does that mean?
SHAW,Court Martial,"Absolutely no objection, sir."
SHAW,Court Martial,How long will it be this time before I see you again?
SHAW,Court Martial,Sam Cogley asked me to give you something special.
SHAW,Court Martial,"It's not a first edition, just a book."
SHAW,Court Martial,Sam says that makes it special.
SHAW,Court Martial,He's busy on a case.
SHAW,Court Martial,He's defending Ben Finney.
SHAW,Court Martial,He says he'll win.
SHAW,Court Martial,Do you think it would cause a complete breakdown of discipline if a lowly lieutenant kissed a Starship Captain on the bridge of his ship?
SHAW,Court Martial,And so must the Enterprise.
SHAW,Court Martial,"Goodbye, Jim."
SHAW,Court Martial,I had pretty good luck this time.
SHAW,Court Martial,"I lost, didn't l?"
COMPUTER,Court Martial,Recording inquiry.
COMPUTER,Court Martial,Matter.
COMPUTER,Court Martial,"Captain Kirk, James T. Subject."
COMPUTER,Court Martial,"Circumstances of death, Lieutenant Commander Finney, Benjamin."
COMPUTER,Court Martial,Ship nomenclature.
COMPUTER,Court Martial,Specify.
COMPUTER,Court Martial,Noted.
COMPUTER,Court Martial,"Charge, culpable negligence."
COMPUTER,Court Martial,"Specification in that on Stardate 2945.7, by such negligence, Captain Kirk, James T., did cause loss of life, to wit, the life of Records Officer Lieutenant Commander Finney, Benjamin."
COMPUTER,Court Martial,"To all recorded charges and specifications, what is the plea?"
COMPUTER,Court Martial,"Spock, serial number S179-276SP."
COMPUTER,Court Martial,"Service rank, Lieutenant Commander."
COMPUTER,Court Martial,"Position, First officer, science officer."
COMPUTER,Court Martial,"Current assignment, USS Enterprise."
COMPUTER,Court Martial,"Commendations, Vulcanian Scientific Legion of Honour."
COMPUTER,Court Martial,Awards of valour.
COMPUTER,Court Martial,Twice decorated by Starfleet command.
COMPUTER,Court Martial,"Service rank, Ensign."
COMPUTER,Court Martial,"Position, personnel officer."
COMPUTER,Court Martial,"Current assignment, USS Enterprise."
COMPUTER,Court Martial,"Service rank, Lieutenant Commander."
COMPUTER,Court Martial,"Position, Ship's Surgeon."
COMPUTER,Court Martial,"Current assignment, USS Enterprise."
COMPUTER,Court Martial,"Commendations, Legion of Honour."
COMPUTER,Court Martial,Awards of valour.
COMPUTER,Court Martial,Decorated by Starfleet surgeons.
COMPUTER,Court Martial,"James T. Kirk, serial number SC937-0176CEC."
COMPUTER,Court Martial,"Service rank, Captain."
COMPUTER,Court Martial,"Position, Starship command."
COMPUTER,Court Martial,"Current assignment, USS Enterprise."
COMPUTER,Court Martial,"Commendations, Palm Leaf Of Axanar Peace Mission, Grankite Order of Tactics, Class of Excellence, Prantares Ribbon of Commendation, Classes first and second"
COMPUTER,Court Martial,"Awards of valour, Medal of Honour, Silver Palm with Cluster, Starfleet citation for Conspicuous Gallantry, Karagite Order of Heroism"
COMPUTER,Court Martial,"Bishop, half level right."
COMPUTER,Court Martial,"Bishop, half level right."
COGLEY,Court Martial,You Kirk?
COGLEY,Court Martial,"I figure we'll be spending some time together, so I moved in."
COGLEY,Court Martial,What's the matter?
COGLEY,Court Martial,Don't you like books?
COGLEY,Court Martial,"A computer, huh?"
COGLEY,Court Martial,I got one of these in my office.
COGLEY,Court Martial,Contains all the precedents.
COGLEY,Court Martial,The synthesis of all the great legal decisions written throughout time.
COGLEY,Court Martial,I never use it.
COGLEY,Court Martial,I've got my own system.
COGLEY,Court Martial,"Books, young man, books."
COGLEY,Court Martial,Thousands of them.
COGLEY,Court Martial,"If time wasn't so important, I'd show you something."
COGLEY,Court Martial,My library.
COGLEY,Court Martial,Thousands of books.
COGLEY,Court Martial,This is where the law is.
COGLEY,Court Martial,"Not in that homogenised, pasteurised, synthesiser."
COGLEY,Court Martial,"Do you want to know the law, the ancient concepts in their own language, Learn the intent of the men who wrote them, from Moses to the tribunal of Alpha 3?"
COGLEY,Court Martial,Books.
COGLEY,Court Martial,Right on both counts.
COGLEY,Court Martial,Need a lawyer?
COGLEY,Court Martial,No questions.
COGLEY,Court Martial,No questions.
COGLEY,Court Martial,No questions.
COGLEY,Court Martial,"Well, sir, the truth is, I've been holding back till we get this preliminary business out of the way."
COGLEY,Court Martial,I'd like to call Captain Kirk to the stand.
COGLEY,Court Martial,I wouldn't want to slow the wheels of progress.
COGLEY,Court Martial,"But then on the other hand, I wouldn't want those wheels to run over my client in their unbridled haste."
COGLEY,Court Martial,Stop.
COGLEY,Court Martial,I think that's enough.
COGLEY,Court Martial,I wouldn't want to slow things up too much.
COGLEY,Court Martial,"Now, Captain, despite what these machines indicate, was there indeed a Red Alert before you jettisoned the pod?"
COGLEY,Court Martial,Please tell us about it.
COGLEY,Court Martial,"You did the right thing, but would you do it again?"
COGLEY,Court Martial,"Your witness, Miss Shaw."
COGLEY,Court Martial,Computers don't lie.
COGLEY,Court Martial,I'm suggesting that maybe you did have a lapse.
COGLEY,Court Martial,"It was possible, you know, with the strain you were under."
COGLEY,Court Martial,There's still time to change our plea.
COGLEY,Court Martial,I could get you off.
COGLEY,Court Martial,You did.
COGLEY,Court Martial,Your professional career.
COGLEY,Court Martial,"There's no place to go, except back to court and hear the verdict."
COGLEY,Court Martial,"That's very commendable, Miss Finney, but most unusual."
COGLEY,Court Martial,"After all, Captain Kirk is accused of causing your father's death, and the evidence would indicate his guilt."
COGLEY,Court Martial,"No, but I may be getting ready."
COGLEY,Court Martial,"Sir, the defence rests."
COGLEY,Court Martial,"Sir, some new evidence has just been brought to my attention."
COGLEY,Court Martial,I'd like to ask the court to
COGLEY,Court Martial,"I can't tell you, I'll have to show you."
COGLEY,Court Martial,Is saving an innocent man's career a theatric?
COGLEY,Court Martial,i
COGLEY,Court Martial,"I'd be delighted to, sir, now that I've got something human to talk about."
COGLEY,Court Martial,"Rights, sir, human rights."
COGLEY,Court Martial,"The Bible, the Code of Hammurabi and of Justinian, Magna Carta, the Constitution of the United States, Fundamental Declarations of the Martian colonies, the Statutes of Alpha Three."
COGLEY,Court Martial,"Gentlemen, these documents all speak of rights."
COGLEY,Court Martial,"Rights of the accused to a trial by his peers, to be represented by counsel, the rights of cross-examination, but most importantly, the right to be confronted by the witnesses against him, a right to which my client has been denied."
COGLEY,Court Martial,All but one.
COGLEY,Court Martial,The most devastating witness against my client is not a human being.
COGLEY,Court Martial,"It's a machine, an information system."
COGLEY,Court Martial,The computer log of the Enterprise.
COGLEY,Court Martial,Can ask this court adjourn and reconvene aboard that vessel.
COGLEY,Court Martial,"And I repeat, I speak of rights."
COGLEY,Court Martial,A machine has none.
COGLEY,Court Martial,A man must.
COGLEY,Court Martial,"My client has the right to face his accuser, and if you do not grant him that right, you have brought us down to the level of the machine."
COGLEY,Court Martial,"Indeed, you have elevated that machine above us."
COGLEY,Court Martial,"I ask that my motion be granted, and more than that, gentlemen."
COGLEY,Court Martial,"In the name of humanity, fading in the shadow of the machine, I demand it."
COGLEY,Court Martial,I demand it!
COGLEY,Court Martial,"How many games of chess did you win from the computer, Mister Spock?"
COGLEY,Court Martial,May that be considered unusual?
COGLEY,Court Martial,Why?
COGLEY,Court Martial,Could that have had an effect on the visual playback we saw?
COGLEY,Court Martial,"Hypothetically, Mister Spock."
COGLEY,Court Martial,"Hypothetically, Miss Shaw."
COGLEY,Court Martial,"If what you suggest had been done, it would be beyond the capabilities of most men."
COGLEY,Court Martial,Is that true?
COGLEY,Court Martial,What man aboard ship would it not be beyond?
COGLEY,Court Martial,"And at the moment, you have no records officer."
COGLEY,Court Martial,"Captain Kirk, will you tell the steps you took to find Mister Finney after the storm?"
COGLEY,Court Martial,Describe a phase one search.
COGLEY,Court Martial,"It presupposes, does it not, that a man wishes to be found?"
COGLEY,Court Martial,"If you start a search for a man, you assume, don't you, that he wants to be found?"
COGLEY,Court Martial,He's not hiding?
COGLEY,Court Martial,"On a ship of this size, could a man evade such a search?"
COGLEY,Court Martial,"Gentlemen, I submit to you that Lieutenant Commander Ben Finney is not dead."
COGLEY,Court Martial,"You shall have it, but first I need the co-operation of this court in conducting an experiment."
COGLEY,Court Martial,Captain Kirk.
COGLEY,Court Martial,"Including myself, sir."
COGLEY,Court Martial,"I have an errand ashore of vital importance to the purpose of this court, and I will return."
COGLEY,Court Martial,"Thank you, sir."
ENSIGN,Court Martial,"(A young Asian woman) Yes, ma'am."
ENSIGN,Court Martial,"Yes, ma'am."
ENSIGN,Court Martial,"Yes, ma'am."
ENSIGN,Court Martial,Ensign James T. Kirk.
ENSIGN,Court Martial,Ensign James T. Kirk.
ENSIGN,Court Martial,"Yes, ma'am."
FINNEY,Court Martial,Message Received.
FINNEY,Court Martial,"Finney here, Captain."
FINNEY,Court Martial,Ion readings in progress.
FINNEY,Court Martial,Affirmative.
FINNEY,Court Martial,Ion pod.
FINNEY,Court Martial,"Aye, aye, sir."
FINNEY,Court Martial,"Hello, Captain!"
FINNEY,Court Martial,Nothing to say
FINNEY,Court Martial,Captain?
FINNEY,Court Martial,You mean you're relieved because you think your career is saved.
